system	type	sample	genome_id	host_genome_id	subtype	gene_count	genes	contig	start	end	evidence_source	notes
134_length=11873_depth=0.92x_RosmerTA_1	RosmerTA	phagehostlearn_2024_host_132	phagehostlearn_2024_host_132	phagehostlearn_2024_host_132	RosmerTA	2	134_length=11873_depth=0.92x_11,134_length=11873_depth=0.92x_12	134_length=11873_depth=0.92x	134_length=11873_depth=0.92x_11	134_length=11873_depth=0.92x_12	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
340_length=5012_depth=0.88x_SEFIR_17	SEFIR	phagehostlearn_2024_host_132	phagehostlearn_2024_host_132	phagehostlearn_2024_host_132	SEFIR	1	340_length=5012_depth=0.88x_1	340_length=5012_depth=0.88x	340_length=5012_depth=0.88x_1	340_length=5012_depth=0.88x_1	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
5_length=344837_depth=1.17x_AbiE_15	AbiE	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	AbiE	2	5_length=344837_depth=1.17x_218,5_length=344837_depth=1.17x_219	5_length=344837_depth=1.17x	5_length=344837_depth=1.17x_218	5_length=344837_depth=1.17x_219	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
1_length=465293_depth=1.00x_CBASS_I_TM_11	CBASS	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	CBASS_I_TM	2	1_length=465293_depth=1.00x_90,1_length=465293_depth=1.00x_91	1_length=465293_depth=1.00x	1_length=465293_depth=1.00x_90	1_length=465293_depth=1.00x_91	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
11_length=213629_depth=0.92x_CAS_Class1-Subtype-I-E_27	Cas	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	CAS_Class1-Subtype-I-E	8	11_length=213629_depth=0.92x_16,11_length=213629_depth=0.92x_17,11_length=213629_depth=0.92x_18,11_length=213629_depth=0.92x_19,11_length=213629_depth=0.92x_20,11_length=213629_depth=0.92x_21,11_length=213629_depth=0.92x_22,11_length=213629_depth=0.92x_23	11_length=213629_depth=0.92x	11_length=213629_depth=0.92x_16	11_length=213629_depth=0.92x_23	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
44_length=12126_depth=1.29x_CAS_Class1-Subtype-IV-A_24	Cas	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	CAS_Class1-Subtype-IV-A	5	44_length=12126_depth=1.29x_9,44_length=12126_depth=1.29x_10,44_length=12126_depth=1.29x_11,44_length=12126_depth=1.29x_12,44_length=12126_depth=1.29x_13	44_length=12126_depth=1.29x	44_length=12126_depth=1.29x_9	44_length=12126_depth=1.29x_13	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
16_length=151525_depth=1.17x_UG4_10	DRT-like_UG	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	UG4	1	16_length=151525_depth=1.17x_113	16_length=151525_depth=1.17x	16_length=151525_depth=1.17x_113	16_length=151525_depth=1.17x_113	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
9_length=280747_depth=0.94x_DS-16_1	DS-16	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	DS-16	2	9_length=280747_depth=0.94x_211,9_length=280747_depth=0.94x_212	9_length=280747_depth=0.94x	9_length=280747_depth=0.94x_211	9_length=280747_depth=0.94x_212	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
5_length=344837_depth=1.17x_Druantia_III_16	Druantia	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	Druantia_III	2	5_length=344837_depth=1.17x_20,5_length=344837_depth=1.17x_21	5_length=344837_depth=1.17x	5_length=344837_depth=1.17x_20	5_length=344837_depth=1.17x_21	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
16_length=151525_depth=1.17x_Gabija_9	Gabija	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	Gabija	2	16_length=151525_depth=1.17x_19,16_length=151525_depth=1.17x_20	16_length=151525_depth=1.17x	16_length=151525_depth=1.17x_19	16_length=151525_depth=1.17x_20	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
19_length=98864_depth=1.13x_Hachiman_5	Hachiman	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	Hachiman	2	19_length=98864_depth=1.13x_10,19_length=98864_depth=1.13x_11	19_length=98864_depth=1.13x	19_length=98864_depth=1.13x_10	19_length=98864_depth=1.13x_11	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
1_length=465293_depth=1.00x_Lamassu_Cap4_13	Lamassu-Fam	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	Lamassu_Cap4	3	1_length=465293_depth=1.00x_85,1_length=465293_depth=1.00x_86,1_length=465293_depth=1.00x_87	1_length=465293_depth=1.00x	1_length=465293_depth=1.00x_85	1_length=465293_depth=1.00x_87	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
27_length=33560_depth=1.36x_Mok_Hok_Sok_18	Mok_Hok_Sok	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	Mok_Hok_Sok	1	27_length=33560_depth=1.36x_30	27_length=33560_depth=1.36x	27_length=33560_depth=1.36x_30	27_length=33560_depth=1.36x_30	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
41_length=14421_depth=1.35x_Mok_Hok_Sok_19	Mok_Hok_Sok	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	Mok_Hok_Sok	1	41_length=14421_depth=1.35x_16	41_length=14421_depth=1.35x	41_length=14421_depth=1.35x_16	41_length=14421_depth=1.35x_16	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
5_length=344837_depth=1.17x_Other_Type_IV_17	Other_Type_IV	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	Other_Type_IV	1	5_length=344837_depth=1.17x_4	5_length=344837_depth=1.17x	5_length=344837_depth=1.17x_4	5_length=344837_depth=1.17x_4	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
68_length=2413_depth=0.97x_PD-T4-5_20	PD-T4-5	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	PD-T4-5	1	68_length=2413_depth=0.97x_2	68_length=2413_depth=0.97x	68_length=2413_depth=0.97x_2	68_length=2413_depth=0.97x_2	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
9_length=280747_depth=0.94x_PD-T7-1_2	PD-T7-1	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	PD-T7-1	1	9_length=280747_depth=0.94x_191	9_length=280747_depth=0.94x	9_length=280747_depth=0.94x_191	9_length=280747_depth=0.94x_191	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
16_length=151525_depth=1.17x_N6_RM_Type_I_22	RM_Type_I	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	N6_RM_Type_I	3	16_length=151525_depth=1.17x_15,16_length=151525_depth=1.17x_16,16_length=151525_depth=1.17x_17	16_length=151525_depth=1.17x	16_length=151525_depth=1.17x_15	16_length=151525_depth=1.17x_17	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
5_length=344837_depth=1.17x_N6_RM_Type_I_23	RM_Type_I	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	N6_RM_Type_I	2	5_length=344837_depth=1.17x_24,5_length=344837_depth=1.17x_25	5_length=344837_depth=1.17x	5_length=344837_depth=1.17x_24	5_length=344837_depth=1.17x_25	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
31_length=26424_depth=1.35x_DNA_met_RM_Type_II_PDDEXK_21	RM_Type_II	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	DNA_met_RM_Type_II_PDDEXK	2	31_length=26424_depth=1.35x_14,31_length=26424_depth=1.35x_15	31_length=26424_depth=1.35x	31_length=26424_depth=1.35x_14	31_length=26424_depth=1.35x_15	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
19_length=98864_depth=1.13x_RosmerTA_7	RosmerTA	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	RosmerTA	2	19_length=98864_depth=1.13x_16,19_length=98864_depth=1.13x_17	19_length=98864_depth=1.13x	19_length=98864_depth=1.13x_16	19_length=98864_depth=1.13x_17	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
13_length=194082_depth=1.03x_SEFIR_3	SEFIR	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	SEFIR	1	13_length=194082_depth=1.03x_57	13_length=194082_depth=1.03x	13_length=194082_depth=1.03x_57	13_length=194082_depth=1.03x_57	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
52_length=5955_depth=1.48x_Shango_4	Shango	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	Shango	3	52_length=5955_depth=1.48x_1,52_length=5955_depth=1.48x_2,52_length=5955_depth=1.48x_3	52_length=5955_depth=1.48x	52_length=5955_depth=1.48x_1	52_length=5955_depth=1.48x_3	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
19_length=98864_depth=1.13x_Zorya_TypeI_8	Zorya	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	Zorya_TypeI	4	19_length=98864_depth=1.13x_31,19_length=98864_depth=1.13x_32,19_length=98864_depth=1.13x_33,19_length=98864_depth=1.13x_34	19_length=98864_depth=1.13x	19_length=98864_depth=1.13x_31	19_length=98864_depth=1.13x_34	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
1_length=465293_depth=1.00x_mEpX1_KilAN_P63C_14	mEpX1_KilAN_P63C	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	phagehostlearn_2024_host_1446	mEpX1_KilAN_P63C	1	1_length=465293_depth=1.00x_210	1_length=465293_depth=1.00x	1_length=465293_depth=1.00x_210	1_length=465293_depth=1.00x_210	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
8_length=242075_depth=1.17x_AbiE_11	AbiE	phagehostlearn_2024_host_1468	phagehostlearn_2024_host_1468	phagehostlearn_2024_host_1468	AbiE	2	8_length=242075_depth=1.17x_136,8_length=242075_depth=1.17x_137	8_length=242075_depth=1.17x	8_length=242075_depth=1.17x_136	8_length=242075_depth=1.17x_137	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
23_length=64129_depth=1.06x_Aristaios_5	Aristaios	phagehostlearn_2024_host_1468	phagehostlearn_2024_host_1468	phagehostlearn_2024_host_1468	Aristaios	1	23_length=64129_depth=1.06x_61	23_length=64129_depth=1.06x	23_length=64129_depth=1.06x_61	23_length=64129_depth=1.06x_61	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
